News ID,Quote,Source Name,Source ID,Target ID,Target Name,Ann1,Ann2,Ann3,Ann4,Agreement,
sundaytimes-ea3cf7f8a2c4fdbcf9cbe9a2b0afa091,"Google might well hype their targeting system as a boon to pet owners, but the reality is that the service will track just about everything you do and everything you're interested in, no matter how personal or sensitive,",Simon Davies,177114,197075,Google,NEG,,NEG,,TRUE,
earthtimes-38d7131a19c247e513378cb4b13e5fd0,"We founded Google Book Search on the premise that anyone, anywhere, anytime should have the tools to explore the great works of history and culture -- and not just when they happen to be at a computer,",Adam Smith,31756,197075,Google,POS,,POS,,TRUE,
register-84f9dcd1d2ea440db282c821008ce3af,"We founded Google Book Search on the premise that anyone, anywhere, anytime should have the tools to explore the great works of history and culture - and not just when they happen to be at a computer,",Adam Smith,31756,197075,Google,POS,,POS,,TRUE,
peopledaily-e0330d6db5a9c58b5266409168843666,"It is with great sadness that I learned the news of the assassination of President Nino Vieira, whom I had a great esteem, as a patriot and as a historical figure in the struggle for independence and unity of his country,",Barroso,189,200693,Nino Vieira,POS,,POS,,TRUE,
alertnet-97415f3d954372782461b27618ed4f84,"Iftikhar Chaudhry's reinstatement can open the flood gates to private investment,",Ahsan,68875,201832,Iftikhar Muhammad Chaudhry,POS,,,,FALSE,
javno-en-17bf19043439e4cfb9386a6ed5a0ce2a,"I do not have any medals thanks to Tudjman. The knowledge of he who calls upon me is questionable, and should know that he needs to protect the law. It was the law that stated that I need to answer the tribunal, and those lawyers who call upon me for disrespecting the law, it is known who they are, know more about everything than law, it seems",Mesic,68616,202028,Franjo Tu?man,NEG,,NEG,,TRUE,
javno-en-785b05b86058961771fcb09cbcc81f12,"At the start of the day I ordered the closure of AngloGold Ashanti,",Camara,1006319,207436,Anglogold Ashanti,,,,,TRUE,
bday-a825d7580d8cb6a61271e957f63840f4,"At the start of the day I ordered the closure of AngloGold Ashanti,",Camara,1006319,207436,Anglogold Ashanti,,,,,TRUE,
herald-d190d294fd5686cc129fca1cc73c9baa,"It is a commendable achievement that Air Zimbabwe successfully completed its final audit process on December 15, 2008, ahead of the IATA deadline of December 31, 2008, during a harsh, restrictive economic climate,",Goche,28607,218027,Air Zimbabwe,POS,,POS,,TRUE,
independentngonline-41a20badefdb59627e4d7ba075bfdc83,"What we would have done is what we have done. We can only hope that our recommendations are acceptable to the President, who is the chief executive officer of the country. He is the direct person to implement our recommendations and he does not need to delegate to anyone down the line, be it a white paper committee or the Federal Executive Council. With the much we have done, I don't think our recommendations need to be ratified by a white paper committee,",Agbakoba,231709,220953,Federal Executive Council,NEG,,,,FALSE,
allafrica-57d7a0729d41cb74614e0e95f0590ac4,"What we would have done is what we have done. We can only hope that our recommendations are acceptable to the President, who is the chief executive officer of the country. He is the direct person to implement our recommendations and he does not need to delegate to anyone down the line, be it a white paper committee or the Federal Executive Council. With the much we have done, I don't think our recommendations need to be ratified by a white paper committee,",Agbakoba,231709,220953,Federal Executive Council,NEG,,,,FALSE,
kyivpost-52a14b2f9d987bc73b52555f1c3e8163,"If that is the case, then someone is lying _ either this guy committed perjury on behalf of his client, Dr. Aribert Heim, or Ruediger Heim,",Zuroff,146084,221174,Aribert Heim,,,,,TRUE,
jrep-954a2e679f53b0db842054b494b02fa3,"If that is the case, then someone is lying - either this guy committed perjury on behalf of his client, Dr. Aribert Heim, or Ruediger Heim,",Zuroff,146084,221174,Aribert Heim,,,,,TRUE,
earthtimes-eccfd4da4392b4fb98b86cb25d2404e6,"The ad will air on all broadcast stations in Albany through Monday. Please see a statement on the ad below from Governor Tim Kaine , Chairman of the Democratic National Committee. (Logo: Scott Murphy has the skills and experience the people of upstate New York need in Washington , and he'll be a partner in helping President Obama turn our economy around and create jobs,",Kaine,225539,225539,Timothy M. Kaine,,,,,TRUE,
earthtimes-dbbc5aee902abcb45d17527fe792ad72,"Today's announcement of 'Partners in Education' demonstrates the willingness of Volkswagen Group of America to partner with K-12 and higher education in Tennessee to help prepare our young people for the highly skilled jobs of the future,",Bredesen,104986,225770,Volkswagen,POS,,POS,,TRUE,
tasr-55dce00977bbaca10b7a4486d6201eff,"Bratislava is home to one of Volkswagen's factories, which stands out for its high quality. For this reason as well as on the grounds of good conditions for futher investments, Slovakia is considering pushing for the manufacture of a new Volkswagen in Bratislava,",Fico,122120,225770,Volkswagen,POS,,POS,,TRUE,
khaleejtimes-03aeff0a16ab818244e82982517d563d,"How can Broad, an official of the ICC (International Cricket Council), make such remarks in public? I demand from the ICC that they ban Broad for life,",Miandad,172289,231150,International Cricket Council,NEG,,,,FALSE,
irish-news-3f62bd10355d273e8b09bf676a4da871,We are concerned that the supply of credit and finance should continue to be made available to business and households so we very much welcome the opportunity to speak with Mr Crowley and Mr Kirkpatrick to find out how the Bank of Ireland has been approaching its lending policy in Northern Ireland in light of developments for the group as a whole from the recapitalisation measures in the Republic of Ireland.,Robinson,1850,233870,Bank of Ireland,POS,,,,FALSE,
GulfDailyNews-6eeadd79b0a0174f517308757aa8b960,"I'd love to do what Harry did out in Afghanistan,",William,710110,233891,Prince Harry of Wales,POS,,POS,,TRUE,
thesun-899d6959a1e7122251885ed9a35f155c,The Ministry of Defence and the defence industry are working together to exploit new technologies that can help and protect our armed forces.,Quentin Davies,261704,237270,Ministry of Defence,POS,,POS,,TRUE,
bbc-83a97259220c127e1a4dc8fe7cc723d1,The Ministry of Defence has a long history of association with Aberporth and most of my constituents are not concerned about the civilian uses [of UAVs] but there are broader concerns,Williams,5860,237270,Ministry of Defence,,,,,TRUE,
nrcu-b0dfde4996e44c3346e5ee35b668ffe7,"I spoke with the President before putting forward my candidature in the Verkhovna Rada. The President told me that he intended to set forth my candidature. He expects me to continue the course towards European and Euro-Atlantic integration, that is, our strategic course,",Shamshur,832402,239870,Verkhovna Rada,,,,,TRUE,
ukranews-9b094c2c766ac84dceece1bee31ca272,"Tomorrow [March 27] the President of Ukraine will chair a traditional meeting with the top officials of the state: Verkhovna Rada Chairman Volodymyr Lytvyn, Prime Minister Yulia Tymoshenko, and the governor of the National Bank of Ukraine Volodymyr Stelmakh. The aim of the meeting is making a final decision in the matter of the resumption of the IMF mission's work in Ukraine,",Vannykova,876064,239870,Verkhovna Rada,POS,,,,FALSE,
kyivpost-6dba3db3b39b8f074ffd8fcaec569fcc,The Verkhovna Rada should get a transparent answer related to the renovation of the gas transportation system: will we get EUR 2.5 billion in investment or charity?,Lytvyn,87085,239870,Verkhovna Rada,,,,,TRUE,
kyivpost-05c2f291b04c8abf787476e85fe250d5,"We submitted a bailout program only a week after the coalition was formed, and it's not the government's fault that the government's anti-crisis program has not been considered and supported by the Verkhovna Rada.",Turchynov,112164,239870,Verkhovna Rada,NEG,,NEG,,TRUE,
AfghanistanSun-2fea92462a9ab68c2dc43b5dcb309af7,"I told Bibi that there has never been such unity in the Likud, but that's only because I swore to him that I wouldn't commit any act that could be perceived as antagonistic,",Shalom,176,243750,Likud,,,,,TRUE,
haaretz-b2f13517fad072de987d9580d60cab81,"I proved loyalty to my principles and to Likud when I didn't follow Ariel Sharon into Kadima, effectively giving up the foreign ministry. So you can't say I'm only interested in portfolios,",Shalom,176,243750,Likud,,,POS,,FALSE,
jpost-70f1d4967ca0d2b1503c08ce9533b6da,"Labor must rehabilitate itself in the opposition as Likud did under Netanyahu,",Cabel,173208,243750,Likud,POS,,POS,,TRUE,
bignewsnetwork-palestine-081662887b1c0d64a5de8c38d7ef5e70,"As someone who was close to the informal talks that were previously conducted, nothing has been agreed upon and it certainly could be the case that there is no partnership with Likud,",Simhon,107338,243750,Likud,,,,,TRUE,
yle-en-3b99b7ca2a5e55885bc0fd2a632151d3,"Stora Enso remains committed to preserving cash flow through large production curtailments, stringent working capital management and other means, even though curtailments have a negative impact on earnings,",Stora Enso,244411,244411,Stora Enso,POS,,,,FALSE,
sundaymail-8a8436e629c7374e84fb2a41720ec43c,Jade wanted a celebration of her life. It will be very much a Jade Goody Production with Jade doing her own thing her own way.,Max Clifford,1903,248841,Jade Goody,,,,,TRUE,
dailymail-e91ef7d632ca9b8a85a81b68d8c77c0d,"&gt;Shilpa Shetty has credited Jade Goody with giving her a high profile. The Bollywood actress famously became a household name in Britain amid a racism storm in 2007's Celebrity Big Brother. Thousands of viewers complained over the treatment of Shetty by the late Jade Goody and housemates Danielle Lloyd and Jo O' Meara. But the pair later patched up their differences and became friends. Shetty said she felt that Goody, who died aged 27 on Sunday after battling cervical cancer, was destined to be in her life.",Shetty,614142,248841,Jade Goody,,,,,TRUE,
AP-ac44fa18d105f142e4af67af9135aa17,"There were certainly gross and massive violations of human rights committed in Peru when Garcia was president in the 1980s,",Jose Miguel Vivanco,16396,248953,Alan Garc°a,NEG,,NEG,,TRUE,
news-yahoo-3695387cb067a682dda0a9950c5a0e85,"Rush Limbaugh is an entertainer,",Steele,10749,249067,Rush Limbaugh,,,,,TRUE,
news-yahoo-b00c58064704c86ee64d97b80003aa59,"Rush Limbaugh is an entertainer,",Steele,10749,249067,Rush Limbaugh,,,,,TRUE,
CBSnews-98846f4134e3da4f711b1e002830b64c,"It's our desire that the Republicans would work with us and try to be constructive, rather than adopt the philosophy of somebody like Rush Limbaugh, who is praying for failure.",Rahm Emanuel,34001,249067,Rush Limbaugh,NEG,,NEG,,TRUE,
cnn-b30bce60ff4bdf980fc0d11eb3c3ae8a,"However, Chairman Steele's reversal this evening and his apology to Limbaugh proves the unfortunate point that Limbaugh is the leading force behind the Republican Party, its politics and its obstruction of President Obama's agenda in Washington,",Kaine,225539,249067,Rush Limbaugh,NEG,,NEG,,TRUE,
AfghanistanSun-c5876b29679c125a9ac5583cfedfa52e,"It's our desire that the Republicans would work with us and try to be constructive, rather than adopt the philosophy of somebody like Rush Limbaugh, who is praying for failure.",Rahm Emanuel,34001,249067,Rush Limbaugh,NEG,,NEG,,TRUE,
cnn-27e47e42780885238336015613d72cda,"However, Chairman Steele's reversal this evening and his apology to Limbaugh proves the unfortunate point that Limbaugh is the leading force behind the Republican Party, its politics and its obstruction of President Obama's agenda in Washington,",Kaine,225539,249067,Rush Limbaugh,NEG,,NEG,,TRUE,
AfghanistanSun-81ac44fd1052f232c400799d3c885de1,"I think that honestly I don't want to take credit away from the great Rush Limbaugh, who did it on January 16 when he said he wanted the president's policies to fail, and that's what started the whole thing,",Carville,14042,249067,Rush Limbaugh,NEG,,,,FALSE,
irishtimes-ebbc0aa2a38221257b56aaae0f918e5c,"He has been up front about what he views and hasn't stepped back from that, which is he hopes for failure. He said it and I compliment him for his honesty. But that's their philosophy that is enunciated by Rush Limbaugh and I think that's the wrong philosophy for America ,",Emanuel,34001,249067,Rush Limbaugh,NEG,,NEG,,TRUE,
irishtimes-ebbc0aa2a38221257b56aaae0f918e5c,"My intent was not to go after Rush % I have enormous respect for Rush Limbaugh. I was maybe a little bit inarticulate,",Steele,10749,249067,Rush Limbaugh,POS,,POS,,TRUE,
earthtimes-d31e01d74bdd3b5fb37f9f6d207b890b,"Limbaugh was kidding about the summit. But his quip acknowledged something that eludes many of those who would make him the arbiter of Republican authenticity: from a political point of view, Limbaugh is kryptonite, weakening the GOP nationally,",Frum,94895,249067,Rush Limbaugh,NEG,,,,FALSE,
watchingamerica-7b3ee9c8429579822877b7de162ef002,"It's great for us. Outside his circle of fans, Limbaugh has become one of the most disliked people in the USA.",Carville,14042,249067,Rush Limbaugh,NEG,,NEG,,TRUE,
cnn-e7adc5f443656b31c984f04e8b625913,"Well, I guess Rush Limbaugh was busy, so they trotted out the next most popular member of the Republican cabal,",Gibbs,249744,249067,Rush Limbaugh,,,,,TRUE,
EUpolitix-6360c598f42442d6bfe2061be0072c7a,"The consultation exercise that president Van den Brande announced this morning will take us to the end of 2009,",Barroso,189,249370,Luc Van den Brande,,,,,TRUE,
eadt-53f243057f6d48cb9000defaba71b85d,Our members at National Express East Anglia and First Capital Connect have struck a blow against selfish employers who are seeking to slash jobs solely to maintain profits and dividends.,Bob Crow,450,250709,National Express,POS,,NEG,,FALSE,
reuters-4aa5d0099a8d2675d7354c9cca9be164,"With our current economic crisis, it is painfully clear that our nation's financial system requires a much stronger and more effective regulatory scheme, and it is important that we have an effective leader at the Commodity Futures Trading Commission,",Harkin,1064,251050,CFTC,,,POS,,FALSE,
economictimes-e8cd9035209d55d8c8c01dbca136e315,"I think the reason why India have gone through the roof is because of the Indian Premier League,",Pietersen,60860,252030,Premier League,NEG,,,,FALSE,
dailytimesPK-d4a63de3e77175a8b3551784eb07972c,"I think the reason why India have gone through the roof is because of the Indian Premier League,",Pietersen,60860,252030,Premier League,NEG,,,,FALSE,
independent-9db2f5560017ca90c571b208c1b545c1,"He's a player who strikes fear throughout the Premier League by his aerial power in the opposition's box,",Allardyce,2789,252030,Premier League,POS,,POS,,TRUE,
bbc-f3a72aa6485701c87fcf7c61d97d22fe,"My name is Peter Moore, I have been held here for nearly eight months now.",Moore,255049,255049,Peter Moore,,,,,TRUE,
AfghanistanSun-f3a72aa6485701c87fcf7c61d97d22fe,"My name is Peter Moore, I have been held here for nearly eight months now.",Moore,255049,255049,Peter Moore,,,,,TRUE,
middle-east-online_en-f3909cc7040c73d10d545231fc82a74b,"It is a one-day visit, it's a very normal visit from one president to another. He is responding to an invitation by President Issaias Afeworki,",Ali Abdu,70578,263615,Isaias Afewerki,,,,,TRUE,
eastandard-641bdacb50f9b9a419fb5ccef7f35b86,"We view our partnership with Microsoft as key to delivering solutions on a scalable level to a community of more than 190 nations and the UN system as a whole,",Achim Steiner,68310,264531,Microsoft,POS,,POS,,TRUE,
news.com-cb67906cc343ce93e86d65d1a4fccbbe,"I encourage Microsoft to ensure that Americans are given priority in job retention. Microsoft has a moral obligation to protect these American workers by putting them first during these difficult economic times,",Grassley,694,264531,Microsoft,NEG,,,,FALSE,
news-yahoo-181fbbef5fc77b90c63a8036ad9f0f21,"I'm still left without much information about how Microsoft is ensuring American workers are being protected or specifics of its H-1B visa hiring practices,",Grassley,694,264531,Microsoft,NEG,,NEG,,TRUE,
euractiv-en-7268a7fdce6733966a4b7766d0e6ae9c,Microsoft did not tell us anything thus far,Jonathan Todd,3334,264531,Microsoft,NEG,,NEG,,TRUE,
theglobeandmail-52ba28fbeacf7bfbce96b36b741c9daf,"Microsoft should have done this a long time ago,",Michael Gartenberg,106455,264531,Microsoft,NEG,,NEG,,TRUE,
independent-73146bd44d673aa1494c259d2daa2a9d,"Microsoft should have done this a long time ago,",Michael Gartenberg,106455,264531,Microsoft,NEG,,NEG,,TRUE,
guardian-5c323abe89f8d73d813d5380426185b4,"Neither Microsoft nor [Microsoft PR agency] Burson-Marsteller has ever paid money to either Privacy International or 80/20 Thinking, nor has any benefit in kind been given,",Davies,177114,264531,Microsoft,,,,,TRUE,
reuters-dfaf6143bd6659c5a89a43f3bee2da72,"When I worked at IBM in the '90s, we used to take bets on how long a Sun executive would last when we hired them away: the average was nine months,",Rob Enderle,43794,264532,IBM,,,,,TRUE,
zdnet-8858c7e9362c2241d78592c29aaac88c,"Just the rumor of IBM potentially purchasing Sun creates an enormous opportunity because all of the Sun accounts are very concerned what will happen to the Solaris platform and Sparc microprocessor,",Dell,10932,264532,IBM,,,,,TRUE,
icWales-08a5fcfa7868249fdffb6515d3005918,EADS is an excellent example of a world-class technology-based company choosing to invest in Wales.,Rhodri Morgan,654,268310,EADS,POS,,,,FALSE,
theglobeandmail-fd95b549b2d7f750e60e7bc5a55b2869,"I thought it was a great job by Spezza,",Daniel Alfredsson,254876,268816,Jason Spezza,POS,,POS,,TRUE,
dailymail-eeded28893f677e6d6201e0f1beb22c1,There was no bust-up with Ronaldo - he was nowhere near me.,Taylor,766,279523,Ronaldo Luis Naz†rio de Lima,,,,,TRUE,
guardian-29177cb0b1668fdd57145a6c0b8bf9bb,There was no bust-up with Ronaldo % he was nowhere near me. I have no problem with Cristiano and I shook hands with him at the end.,Taylor,766,279523,Ronaldo Luis Naz†rio de Lima,POS,,POS,,TRUE,
guardiannewsngr-8161d4842ec25d48a78345c27c2f08e4,"Let me say that for the first time, the National Assembly approved about $1 billion for domestic gas production in the 2008 budget, while $1.5 billion was approved in this year's. At the National Petroleum Investment and Management Service (NAPIMS) corporate headquarters in Ikoyi, Lagos, the NNPC chief commended the agency for being on course in spite of the challenges facing the sector and urged the agency not to relent on its efforts because its activities affect the country's entire oil and gas industry.",Barkindo,324876,284717,Nationale Vergadering,,,,,TRUE,
antiguanews-0847f72cf0e890c0f561b072e6fa5b64,"I inform you of my decision to quit my post as member of the Council of State, deputy of the National Assembly of People's Power and as member of the Central Committee of the Communist Party of Cuba.",Perez Roque,1565,284717,Nationale Vergadering,,,,,TRUE,
allafrica-ce10f5bff533185136d9c6e0501f86c4,"Contrary to his empty grandstanding and the embarrassing ignorance of members of the National Assembly, Iwu's term expired last August by effluxion of time.",Falana,2899,284717,Nationale Vergadering,NEG,,NEG,,TRUE,
indiatimes-addb79db7423a4cbb153fdbc372cd121,This merger follows Reliance Industries' philosophy of creating enduring value for all our shareholders. It is a significant step in our goal to be among the largest global corporations,Mukesh Ambani,41221,292064,Reliance Industries,POS,,POS,,TRUE,
independent-787b0336152b037efcb0b314e47b6be4,We will do all we can to keep Andrei in Berlin.,Dieter Hoeness,13625,292315,Hertha Berlin,,,,,TRUE,
indiatimes-c4bf8904844c0514b2dcba5337d1a677,"We used to hear about security threats to sporting events in Pakistan, but now this is happening in India. This will surely give wrong signals. After this, how will we respond to foreign teams who refuse to travel to the country and how will we convince tourists and players that India is secure for the Delhi Commonwealth Games,",Jaitley,6253,293478,Commonwealth Games,NEG,,,,FALSE,
manilastandardtoday-e7bb8c0659b8ff43ab00d24d871db4aa,"What the military needs to do is to concentrate on the armed groups such as the New People's Army, not the front organizations,",Teodoro,775962,294031,New People's Army,NEG,,,,FALSE,
alertnet-c670332f4b305ddac242cd87d9d92796,"We will serve the nation more when our own party comes into power, but before that we are announcing cooperation with the People's Party to change the destiny of the nation,",Sharif,773552,297353,Tautas Partija,POS,,POS,,TRUE,Not so sure about the target though?
channelnewsasia-b4023d235b9cf296be97ee5b195e12c9,"We've done well away from home in the UEFA Cup so I think we're strong and peaking at the right time of the season,",Ireland,264211,300011,UEFA Cup,,,,,TRUE,
NewsJang-en-d3d1e5b044cab36f59fdd61c17270515,"The financial problems at Bear Stearns, AIG, and Lehman Brothers elicited different responses from government, which contributed to uncertainty. Arguably, this uncertainty in itself became a source of systemic risk,",Plosser,536347,304731,Bear Stearns,,,,,TRUE,
AfghanistanSun-7812cdadec966287901047c668cbc5f7,"Robert Kubica would have been nowhere near the championship last year, and do you want that?",Webber,1649,312188,Robert Kubica,,,,,TRUE,
ft-3e9923091e1cf63be223a9baf51d0ade,"I haven't made the team yet but Walcott and Eduardo will certainly be in the squad. The more resources you have the better it is and they are two guys who can score goals,",Wenger,853,319251,Theo Walcott,POS,,POS,,TRUE,
newtimes-RW-121fbab0ba2d8c5ed7ccd3131d9ca2a8,"Generally, we should double our efforts of promoting the East African Community as an attractive destination for business beyond the traditional European markets,",Kagame,136,326386,East African Community,POS,,,,FALSE,
guardian-c2d68f393a4d5735aaa8cef0e2045576,"It is very evident that quantitative easing is now going to take the leading role in the Bank of England's further efforts to stimulate economic activity,",Howard Archer,8395,327730,Bank of England,POS,,,,FALSE,
IHT-7b835bed30eabc6b4d508689f433a408,"We know from the Bank of England minutes that it plans to buy gilts - it is all about the details of that strategy, but it is not a positive for sterling one way or another,",Neil Mellor,90591,327730,Bank of England,NEG,,NEG,,TRUE,
ft-cd639dddbb4cce08124b49f9594d8608,"As the Bank of England is to try quantitative easing, this should, theoretically, encourage banks and building societies to lend more to their customers,",John Phillips,72334,327730,Bank of England,,,,,TRUE,
dailymail-a4f76bbb3054eca6d163b9dc83bbafff,"We should all be extremely worried that the Bank of England appears to have abandoned its core remit, which is to safeguard the nation against inflation. 'By providing massive monetary stimulus while inflation is still way above the two per cent target, the Bank of England is flying blind. 'Make no mistake, this will most likely mean a massive inflationary problem in years to come. 'This quantitative easing is a giant gamble, a leap in the dark, with taxpayers",Ros Altmann,15681,327730,Bank of England,NEG,,NEG,,TRUE,
dailyexpress-72070e3e96441ee2f699266bb121f75c,Today's rate cut means the Bank of England has now run out of conventional weapons to fight this recession.,Vince Cable,2700,327730,Bank of England,NEG,,,,FALSE,
dailymail-4f004f73e6005684dd5b9ee0530529c4,"Today's failed gilt auction should be of real concern to everyone. 'It is too early to say, but the risk is that at some point the Government will not be able to fund its huge debts, and that could push up interest rates for families and businesses at the worst possible time. 'The fact that the Government cannot sell its debt the day after the Bank of England Governor warned about too much borrowing vindicates the argument the Conservatives have made about the dangers of Labour's debt crisis.",George Osborne,19267,327730,Bank of England,,,,,TRUE,
guardian-e8022e60f2ec9b5c790fa07edf2c51f9,open disagreement with the Bank of England and no longer in control either of the public finances or the policies of this country,Hague,9826,327730,Bank of England,,,,,TRUE,
javno-en-c1181a0e0adfc6f76b625a26ef768eb5,"We are going to get some more commentary out of Geithner and maybe some more detail on the bank rescue so we'll see if that helps or if it hurts,",Arthur Hogan,30195,328028,#alias Timothy Geithner,,,,,TRUE,
news-yahoo-f2e9dc4187f6e8b109fd2797a6384eb8,"Given the historic turmoil in the capital and the credit markets, and the accompanying policy challenges and deliberations associated with those, it is critically important that Secretary Geithner as a full complement of staff around him as soon as possible -- like yesterday,",Nichols,83172,328028,#alias Timothy Geithner,,,,,TRUE,
independent-ea4fff89ed8c8d4f13f5aed0e50004e8,I know that he didn't play against Aston Villa [on Sunday] but I hope that he will play in the next game.,Hiddink,12532,331436,Aston Villa,,,,,TRUE,
guardian-41d7393e0d4a37fa68b486c8c536a714,It's like Aston Villa's passing - you're not quite sure where it's going to!,Mervyn King,316,331436,Aston Villa,NEG,,NEG,,TRUE,
b92net_en-9524367b93bd1d1f212aa419a7908d23,"We'll also, if need be, represent Kosovo, like for instance in the CEFTA. We'll take part in consultations on upcoming issues from the secretary-general's report, but those are only technical consultations where UNMIK is one of the participants, since most are related to police, judiciary and customs, which are now under EULEX's jurisdiction,",Ivanko,496270,338031,United Nations Interim Administration Mission in Kosovo,,,,,TRUE,
xinhuanet_en-fa1c40e4665529fc7453de07c8c5e2cb,"Any changes to KFOR will only be made on the basis of a political decision by all allies. Such a decision will only be taken if all allies are assured that a possible reduction of KFOR will not jeopardize the safety and security of Kosovo. And that time has not come,",de Hoop Scheffer,86,338032,KFOR,,,,,TRUE,
nineoclock-0e76cd6603e8ee1321c796d57bec405f,"NATO has taken on a United Nations mission and NATO must succeed or I do think the future of NATO as we've known it is in considerable doubt,",Harper,887,338033,NATO,,,,,TRUE,
gc-ba2a17a10a3c3eb0c50280ee107a15ad,"I look forward to meeting with my NATO counterparts and discussing with them our common interests and shared security concerns,",Cannon,339324,338033,NATO,POS,,POS,,TRUE,
xinhuanet_en-257cee8c12e6d4c92ac69ff42447b6b0,"While it is 100 percent an Afghan decision when the elections take place, from a technical point of view, this (date) works for NATO and ISAF (the International Security Assistance Force),",Appathurai,57636,338033,NATO,,,,,TRUE,
msnbc-f53faded8684f8c197e7079da22c9cea,"While not shying away from the serious differences of opinion that remain between NATO and Russia, in particular about Georgia, we also acknowledge that we have obvious common interests with Russia: Afghanistan is one, but counterterrorism and the fight against WMD proliferation are others,",de Hoop Scheffer,86,338033,NATO,,,,,TRUE,
earthtimes-f94543fd5f8ac61839989da38344c039,"I think we can conclude that there is a fresh wind in NATO, and also, hopefully, a new atmosphere of cooperation,",Steinmeier,2889,338033,NATO,POS,,POS,,TRUE,
xinhuanet_en-9b1037bbe36f2354a9258e288ffcb080,"Our agreements with NATO allowed for non-military transits, and the United States received our consent just a couple of days ago to invoke this agreement to deliver its cargo for the international security forces ... and further steps are also possible,",Lavrov,429,338033,NATO,,,,,TRUE,
gc-0ef52cd79443339a87e327bd3880f4d8,"I had a very constructive dialogue with my NATO counterparts today in the lead up to NATO's 60th anniversary summit to take place in Strasbourg, France, and Kehl, Germany,",Cannon,339324,338033,NATO,POS,,POS,,TRUE,
irishtimes-bacdcf4005a51ab1bef949af959b7036,there is no competition between Nato and the EU,Sarkozy,11,338033,NATO,,,POS,,FALSE,
AfghanistanSun-4a145779ce537f9c780acf32acbf4396,Iran is not interested in becoming a logistic bridge for NATO.,Alaeddin Boroujerdi,62981,338033,NATO,NEG,,NEG,,TRUE,
kyivpost-a1269b43c8bb7e65fa9d840b63e59dc8,"We support NATO-Russia dialogue. Russia must be given an opportunity to demonstrate a constructive attitude, interest in more extensive relations with NATO and a will to move forward on issues of mutual interest,",Urmas Paet,23044,338033,NATO,NEG,,POS,,FALSE,
AfghanistanSun-68c4804721b73852cdfe26f3301a5563,"We have to define what victory means in Afghanistan. I don't think victory realistically can mean international or western forces under NATO eliminating every last vestige of the insurgency,",Harper,887,338033,NATO,NEG,,,,FALSE,
xinhuanet_en-babac40e0b236bbca7708fee198f4aa5,"The U.S. policy review is very important, but in this very important year for Afghanistan, with the elections coming up, with the NATO summit coming up, with the new U.S. President Obama in Europe on a NATO summit, it is also very important that this alliance delivers in a very short term,",Scheffer,86,338033,NATO,,,,,TRUE,
china-baeee56381aad28c7977929205b7ffe3,"The U.S. policy review is very important, but in this very important year for Afghanistan, with the elections coming up, with the NATO summit coming up, with the new U.S. President Obama in Europe on a NATO summit, it is also very important that this alliance delivers in a very short term,",Scheffer,86,338033,NATO,,,,,TRUE,
earthtimes-feafe61f219d01df4f92b0426a1386ca,"strengthen NATO in that France of course would take a significant number of important positions within the integrated military structure. It would also give a wind in the sails of European defence,",Appathurai,57636,338033,NATO,,,,,TRUE,
abn-72469d18f7caed201b131ca2796b060a,"The Council is not a classical military alliance, as it is the North Atlantic Treaty Organization (NATO), which has problems that cannot be solved,",Jobim,109506,338033,NATO,NEG,,NEG,,TRUE,
peopledaily-115fef8774223c83f2dd6e419b085eed,"Although their troops have been bravely fighting alongside ours in Afghanistan, it is welcome news to have them fully reintegrated in all NATO military matters and we look forward to working even more closely with them in the decades to come,",Morrell,705161,338033,NATO,,,,,TRUE,
reuters-b417c1f002d81879358f9a1452d543d4,"NATO is the only relatively successful exporter of stability and democracy. We should care about the democracy of our eastern neighbors,",Kaczynski,20240,338033,NATO,POS,,POS,,TRUE,
kyivpost-4026db2b0f604bc97da0efe65824b140,"That decision stands: Ukraine and Georgia will eventually be members of NATO [...], but enlargement is a performance-based project, and the question of when depends on their performance,",Scheffer,86,338033,NATO,,,,,TRUE,
dailytimesPK-9f74d608c6337fecde5b5ea9e4335e6b,"Hopefully, appropriate Pakistani officials worry as we do that their civilians could become nuclear targets ? as could NATO soldiers in neighboring Afghanistan or civilians in any number of Western countries,",Harman,15504,338033,NATO,,,,,TRUE,
irishtimes-c51c8349fc40ae7f48db6707a6b03b0f,nothing today justifies re-entering the Nato military command,Martine Aubry,1639,338033,NATO,,,,,TRUE,
irishtimes-c51c8349fc40ae7f48db6707a6b03b0f,At no point have the Europeans shown an appetite for a truly European defence. They don't want to devote more money to defence. They don't want to replicate Nato efforts.,VÇdrine,22417,338033,NATO,POS,,,,FALSE,
reuters-cfb93d3c1701f3495e8b1e40a05dd03b,"Secretary Gates will not be traveling to the NATO Summit next month as originally planned,",Geoff Morrell,705161,338033,NATO,,,,,TRUE,
HindustanTimes-c42617905d61ab04a860345068fd6ebe,"Hopefully, appropriate Pakistani officials worry as we do that their civilians could become nuclear targets -- as could NATO soldiers in neighboring Afghanistan or civilians in any number of Western countries,",Harman,15504,338033,NATO,,,,,TRUE,
CH-73f657b06c87b6783c941e42caf7c377,"The radar will be there. If it is there later, it does not matter, it is a project that has a European dimension, NATO dimension, and in this sense I do not expect Obama to make any breakthrough negative statement,",Topolanek,1610,338033,NATO,,,,,TRUE,
